         4118159 function calls (4116165 primitive calls) in 9.068 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.006    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:604(get_font_runs)
    24725    0.006    0.000    0.006    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.006    0.006 /Users/addisonschiller/acceptable_loss/levelgenerator.py:253(create_portal)
        1    0.000    0.000    0.006    0.006 /Users/addisonschiller/acceptable_loss/levelgenerator.py:43(__init__)
       48    0.000    0.000    0.006    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:608(get_font)
    69/30    0.004    0.000    0.006    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:64(_compile)
       39    0.000    0.000    0.006    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:222(mouseMoved_)
       48    0.000    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/__init__.py:592(load)
        1    0.000    0.000    0.005    0.005 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/__init__.py:99(<module>)
      173    0.001    0.000    0.005    0.000 /Users/addisonschiller/acceptable_loss/controller.py:15(move)
     8922    0.005    0.000    0.005    0.000 {method 'insert' of 'list' objects}
    41074    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
       24    0.000    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1398(_create_vertex_lists)
    11014    0.005    0.000    0.005    0.000 /Users/addisonschiller/acceptable_loss/collide.py:6(__init__)
    12638    0.004    0.000    0.005    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:147(append)
       24    0.001    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:323(place)
        1    0.005    0.005    0.005    0.005 /Users/addisonschiller/acceptable_loss/spectre.py:1(<module>)
      590    0.002    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:267(create)
        3    0.005    0.002    0.005    0.002 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:199(__init__)
      481    0.001    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:241(__del__)
    18068    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x10e2e07e8}
        1    0.000    0.000    0.005    0.005 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:2(<module>)
       23    0.000    0.000    0.005    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:240(mouseDown_)
        1    0.005    0.005    0.005    0.005 /Users/addisonschiller/acceptable_loss/friend.py:1(<module>)
        1    0.004    0.004    0.004    0.004 /Users/addisonschiller/acceptable_loss/menu.py:1(<module>)
      177    0.004    0.000    0.004    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:52(create_string_buffer)
      590    0.003    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:252(_parse_data)
        1    0.002    0.002    0.004    0.004 /usr/local/lib/python2.7/site-packages/pyglet/font/__init__.py:68(<module>)
        1    0.002    0.002    0.004    0.004 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:38(<module>)
        1    0.003    0.003    0.004    0.004 /Users/addisonschiller/acceptable_loss/hotbar.py:1(<module>)
      499    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:397(delete)
      177    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:993(convert_method_arguments)
        1    0.004    0.004    0.004    0.004 /Users/addisonschiller/acceptable_loss/ability.py:1(<module>)
      448    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:640(unset_state_recursive)
       30    0.000    0.000    0.004    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:433(_compile_info)
        1    0.004    0.004    0.004    0.004 /Users/addisonschiller/acceptable_loss/loot.py:1(<module>)
       44    0.000    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1408(load)
        1    0.004    0.004    0.004    0.004 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/pil.py:36(<module>)
      354    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:91(create_attribute_usage)
     5844    0.003    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/key.py:88(__getitem__)
    83/46    0.004    0.000    0.004    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:149(getwidth)
     2439    0.003    0.000    0.004    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:165(__hash__)
       69    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:208(create)
       44    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:183(__init__)
       69    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:267(create_image)
       29    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:321(create_glyph)
        1    0.000    0.000    0.003    0.003 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:17(_floatconstants)
        1    0.000    0.000    0.003    0.003 {method 'decode' of 'str' objects}
        1    0.003    0.003    0.003    0.003 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:71(search_function)
      590    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:243(_safe_alloc)
        1    0.003    0.003    0.003    0.003 /Users/addisonschiller/acceptable_loss/placeable.py:1(<module>)
       23    0.000    0.000    0.003    0.000 main.py:92(on_mouse_press)
       23    0.000    0.000    0.003    0.000 main.py:341(on_mouse_press)
       11    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:470(_update_draw_list)
      499    0.002    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/allocation.py:278(dealloc)
       19    0.000    0.000    0.003    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/re.py:192(compile)
      149    0.002    0.000    0.003    0.000 /Users/addisonschiller/acceptable_loss/player.py:80(target_closest_enemy)
       86    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:15(getMousePosition)
        1    0.000    0.000    0.003    0.003 /Users/addisonschiller/acceptable_loss/character.py:83(on_hit)
      355    0.002    0.000    0.003    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/gl_info.py:148(have_version)
     8931    0.003    0.000    0.003    0.000 {method 'keys' of 'dict' objects}
     2235    0.002    0.000    0.003    0.000 /Users/addisonschiller/acceptable_loss/ability.py:141(update)
      475    0.001    0.000    0.003    0.000 {method 'sort' of 'list' objects}
     5479    0.003    0.000    0.003    0.000 /Users/addisonschiller/acceptable_loss/collide.py:19(collides)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:429(activate)
     2682    0.002    0.000    0.003    0.000 /Users/addisonschiller/acceptable_loss/character.py:64(death_check)
     8981    0.003    0.000    0.003    0.000 {getattr}
    17819    0.003    0.000    0.003    0.000 {thread.get_ident}
       39    0.000    0.000    0.003    0.000 main.py:73(on_mouse_motion)
        1    0.003    0.003    0.003    0.003 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:96(<module>)
       39    0.000    0.000    0.002    0.000 main.py:349(on_mouse_motion)
      676    0.002    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:72(update_move)
     5514    0.002    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:122(shield_max)
      173    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:526(set_state)
       23    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:255(mouseUp_)
       23    0.000    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/player.py:71(update_target)
        1    0.000    0.000    0.002    0.002 /Users/addisonschiller/acceptable_loss/effect.py:46(bullet_wound)
      354    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexattribute.py:220(create_attribute)
    25353    0.002    0.000    0.002    0.000 {method 'group' of '_sre.SRE_Match' objects}
       56    0.000    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:76(on_collide)
     8850    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
      566    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:118(__init__)
      132    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:94(get_chunks)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:36(<module>)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/s3tc.py:39(<module>)
       56    0.000    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/player.py:105(undo_move)
       29    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:222(fit)
      177    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:508(parse_type_encoding)
     5342    0.002    0.000    0.002    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:134(health_max)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:40(<module>)
       36    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:670(__init__)
        1    0.000    0.000    0.002    0.002 /Users/addisonschiller/acceptable_loss/player.py:45(__init__)
      445    0.002    0.000    0.002    0.000 {method 'read' of 'file' objects}
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:78(<module>)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1597(ScrollableTextLayout)
       29    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1782(blit_into)
       29    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1671(blit_into)
      137    0.002    0.000    0.002    0.000 {open}
3424/2525    0.001    0.000    0.002    0.000 {hash}
       34    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/cocoalibs.py:41(CFSTR)
        4    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:146(add_decoders)
      940    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:157(__eq__)
       48    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1030(_flow_glyphs)
      140    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1675(get_region)
  182/179    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:475(visit)
      598    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/allocation.py:132(alloc)
       48    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1294(_flow_glyphs_single_line)
     2682    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/ability.py:131(update_delayed)
        1    0.000    0.000    0.001    0.001 /Users/addisonschiller/acceptable_loss/hotbar.py:20(setup)
     4636    0.001    0.000    0.001    0.000 {math.cos}
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:840(cache_instance_methods)
       17    0.000    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/player.py:61(slot_one_fire)
      423    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:614(__lt__)
        3    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1533(create_for_size)
     2682    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:83(update_delayed)
      197    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:627(__init__)
     1772    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexbuffer.py:460(__init__)
       93    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:124(get_decoders)
       17    0.000    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/longbow.py:145(missile_launch)
       44    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:143(get_wave_form)
      140    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1750(__init__)
       44    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:588(__init__)
     7920    0.001    0.000    0.001    0.000 {abs}
      447    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/longbow.py:74(update_ammo)
      249    0.001    0.000    0.001    0.000 {map}
       44    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:172(get_format_chunk)
       39    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:10(getMouseDelta)
        1    0.000    0.000    0.001    0.001 /Users/addisonschiller/acceptable_loss/longbow.py:13(__init__)
        1    0.000    0.000    0.001    0.001 /Users/addisonschiller/acceptable_loss/ability.py:12(__init__)
       46    0.000    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/menu.py:183(on_mouse_press)
     4636    0.001    0.000    0.001    0.000 {math.radians}
      354    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexattribute.py:270(__init__)
       37    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1405(_set_x)
      173    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:531(unset_state)
      467    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/__init__.py:363(__setattr__)
     1352    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:190(speed)
        1    0.000    0.000    0.001    0.001 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/scanner.py:2(<module>)
     4636    0.001    0.000    0.001    0.000 {math.sin}
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:140(create_context)
      173    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:675(set_state)
       24    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexbuffer.py:424(resize)
       64    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:25(getModifiers)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/canvas/base.py:132(get_best_config)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:64(get_matching_configs)
      118    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexattribute.py:501(__init__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:80(match)
       26    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:722(get_prototype)
      766    0.001    0.000    0.001    0.000 {zip}
       37    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1430(_set_y)
      468    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/gl_info.py:85(set_active_context)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:165(attach)
      257    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1419(__init__)
     1886    0.001    0.000    0.001    0.000 {_ctypes.POINTER}
       23    0.000    0.000    0.001    0.000 main.py:87(on_mouse_release)
      174    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/utility.py:211(calc_vel_xy)
        9    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:178(push_handlers)
     3005    0.001    0.000    0.001    0.000 {math.hypot}
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1328(_flow_lines)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:473(set_mouse_platform_visible)
      173    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:647(set_state)
        9    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:217(set_handlers)
      122    0.000    0.000    0.001    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:70(c_buffer)
       23    0.000    0.000    0.001    0.000 main.py:335(on_mouse_release)
      268    0.000    0.000    0.001    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/random.py:238(randint)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/lib.py:104(load_library)
       35    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:195(_get_handlers)
     2832    0.001    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:138(health)
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:109(get_grapheme_clusters)
      712    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     1863    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:843(<lambda>)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/base.py:68(get_default_screen)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:20(get_screens)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:51(initWithFrame_cocoaWindow_)
       16    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/cocoalibs.py:54(cfstring_to_string)
      460    0.000    0.000    0.001    0.000 /Users/addisonschiller/acceptable_loss/menu.py:14(on_mouse_press)
       26    0.001    0.000    0.001    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:78(CFUNCTYPE)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:850(cache_class_methods)
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:147(pygletKeyDown_)
       44    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1476(get_source_loader)
       93    0.001    0.000    0.001    0.000 {method 'close' of 'file' objects}
       15    0.000    0.000    0.001    0.000 main.py:420(update)
       60    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:69(_grapheme_break)
      358    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      268    0.000    0.000    0.001    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/random.py:175(randrange)
      660    0.001    0.000    0.001    0.000 {math.atan2}
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:322(cursorUpdate_)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:165(<module>)
      463    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:758(draw_mouse_cursor)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/encoder.py:2(<module>)
      216    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:586(get_style_runs)
      467    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/glu_info.py:84(set_active_context)
      352    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/character.py:43(update_bars)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:222(get_audio_data)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:602(ImageData)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:490(_set_scale)
      590    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:338(__init__)
  122/118    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:458(_add_group)
      118    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexattribute.py:380(__init__)
       93    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/posixpath.py:104(splitext)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:90(updateTrackingAreas)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/caret.py:49(<module>)
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:392(ranges)
       24    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:228(_compile_charset)
      118    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexattribute.py:461(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:202(decode_text)
        9    0.000    0.000    0.000    0.000 {dir}
       12    0.000    0.000    0.000    0.000 main.py:415(shrink)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:174(_create_font_descriptor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/avbin.py:36(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_textview.py:43(insertNewline_)
      448    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:97(update)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:442(LoadLibrary)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/caret.py:61(Caret)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1771(get_image_data)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:153(pygletKeyUp_)
       93    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/genericpath.py:85(_splitext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:260(AbstractDocument)
      897    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:481(<lambda>)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:43(getSymbol)
      454    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:318(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:256(_optimize_charset)
      234    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1375(_nearest_pow2)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1595(get_image_data)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:326(set_caption)
      594    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:603(__init__)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:149(__init__)
      447    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/loot.py:105(update)
      538    0.000    0.000    0.000    0.000 {setattr}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:30(__init__)
        6    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:2(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_delegate.py:70(windowDidBecomeKey_)
     2439    0.000    0.000    0.000    0.000 {id}
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:122(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:219(_set_nice_window_location)
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:256(__init__)
      448    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:193(update)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:248(delete)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_textview.py:15(initWithCocoaWindow_)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:464(_mouse_in_content_rect)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:233(_center_window)
