         4118159 function calls (4116165 primitive calls) in 9.068 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:106(get_decoder)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:64(<lambda>)
      740    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1411(<lambda>)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:256(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/lib.py:198(find_library)
      740    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1436(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:125(__init__)
       56    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/collide.py:11(intersect)
      896    0.000    0.000    0.000    0.000 main.py:373(test)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:36(<module>)
        4    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:39(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:74(get_mode)
      161    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:174(accuracy)
      183    0.000    0.000    0.000    0.000 {range}
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:230(color_as_bytes)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:245(__init__)
       30    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_delegate.py:10(initWithWindow_)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/app/base.py:211(_legacy_setup)
      462    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:339(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:37(<module>)
      159    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:139(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1019(_get_owner_runs)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:100(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/formats/plaintext.py:44(decode)
      143    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1078(_get_gl_format_and_type)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:169(__init__)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:204(generate_gun)
       44    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:208(write)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:69(create_buttons)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:137(__init__)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:681(__hash__)
      438    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      660    0.000    0.000    0.000    0.000 {math.degrees}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:196(get_run_iterator)
      173    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:142(health_regen)
      120    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:799(_parse_distance)
      114    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1113(_get_internalformat)
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:374(ranges)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1196(_ensure_string_data)
       31    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:187(__init__)
      125    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/runtime.py:704(ctype_for_encoding)
      150    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:126(shield)
      188    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      288    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:411(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:113(getBitsPerPixel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:180(update_geometry)
      184    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:204(match)
       72    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:381(__getitem__)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:177(get_data_chunk)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:59(<module>)
       44    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:54(__init__)
      134    0.000    0.000    0.000    0.000 {unicodedata.category}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:50(<module>)
      132    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:70(__init__)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/inspect.py:236(isroutine)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/app/cocoa.py:107(start)
       44    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:258(getvalue)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:411(insert_text)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:299(__init__)
      197    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       78    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      118    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/allocation.py:90(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:287(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:229(add_box)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:127(set_run)
      257    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:674(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:182(setup)
      149    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:186(evade_move)
      180    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:326(_is_empty)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:36(<module>)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:76(get_data)
      107    0.000    0.000    0.000    0.000 {round}
       60    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:546(isstring)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:8(<module>)
      336    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:418(ranges)
       10    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/genericpath.py:15(exists)
      223    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      346    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:623(unset_state)
      177    0.000    0.000    0.000    0.000 {_struct.unpack}
      352    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:278(_get_text)
       84    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:173(_parse_distance)
       59    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      354    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
      120    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:356(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:669(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:321(dispatch_pending_events)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:254(__init__)
       79    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:736(__hash__)
       10    0.000    0.000    0.000    0.000 {posix.stat}
       18    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:234(_class_escape)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:943(_get_top)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:427(_insert_text)
       48    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:81(__contains__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:617(get_element_runs)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:69(__init__)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:57(<lambda>)
      179    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:486(<lambda>)
      279    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:912(Player)
       42    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/formats/plaintext.py:36(<module>)
       69    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:90(__init__)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:300(ranges)
       41    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:684(__eq__)
       93    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:582(__init__)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:362(get_string_data)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:306(mouseEntered_)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:90(__init__)
      120    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:62(<lambda>)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:66(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:1(<module>)
      144    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:421(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/app/base.py:293(_set_has_exit)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:53(__init__)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:428(_simple)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:928(_get_left)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:291(next)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/s3tc.py:51(PackedImageData)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:708(on_resize)
       29    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:352(_adapt_texture_size)
       30    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:67(__init__)
       29    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:159(set_bearings)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:160(register_event_type)
       18    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:194(extract_gems)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:170(Sprite)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:86(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:98(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/__init__.py:457(set_vsync)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:574(_get_queue_source)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:799(schedule_interval)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:694(TextLayout)
       49    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:15(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/re.py:284(_subx)
        2    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:375(__getattr__)
        5    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:97(setup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:523(schedule_interval)
      143    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:996(_apply_region_unpack)
       17    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/longbow.py:127(action_checks)
       80    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:135(__len__)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1418(_get_x)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:874(get_region)
       11    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/random.py:273(choice)
       10    0.000    0.000    0.000    0.000 main.py:38(on_key_press)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:329(__init__)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:190(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/libs/darwin/cocoapy/cocoalibs.py:50(get_NSString)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/re.py:264(_compile_repl)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:423(event)
       56    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/collide.py:25(width)
       57    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/collide.py:29(height)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/app/base.py:180(_least_squares)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:121(setFrameSize_)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/controller.py:82(on_hit)
       64    0.000    0.000    0.000    0.000 {math.ceil}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:194(set_vsync)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/event.py:230(set_handler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/__init__.py:259(Text)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:597(_set_style)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:221(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1191(_player_property)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/inspect.py:227(isbuiltin)
       10    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/posixpath.py:68(join)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1443(_get_y)
        6    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:97(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1129(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:511(_schedule_item)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/inspect.py:78(ismethoddescriptor)
       18    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:1759(get_default_display)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:320(__init__)
       18    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:83(closegroup)
       32    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/__init__.py:64(get_display)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:382(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:43(__init__)
       45    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:69(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:280(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1722(IncrementalTextLayout)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:732(on_key_press)
       24    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:714(parse_template)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexbuffer.py:344(__del__)
       45    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:192(WorkerThread)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/systemcursor.py:14(unhide)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:595(_get_soft_next_ts)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:162(add_encoders)
       64    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:865(_get_document)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:271(__init__)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:389(__init__)
       88    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/StringIO.py:38(_complain_ifclosed)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:262(add_list)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/inspect.py:142(isfunction)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:107(get_gl_attributes)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:834(delete)
        5    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:85(__init__)
       26    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/collide.py:51(__init__)
        8    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:100(available)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:70(getregentry)
        8    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
       10    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:266(_escape)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:816(AbstractAudioPlayer)
        1    0.000    0.000    0.000    0.000 main.py:447(swap)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:105(MediaThread)
       60    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:67(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:214(DocumentLabel)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:362(delete_buffer)
       52    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:1(StatsManager)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 main.py:181(MainState)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/inspect.py:67(ismethod)
        8    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:494(<lambda>)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:146(damage_min)
        8    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:104(CFunctionType)
       10    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:7(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:262(__new__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/loot.py:50(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/sprite.py:112(SpriteGroup)
       24    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:158(damage_perc)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:80(_nearest_pow2)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:534(ScrollableTextLayoutGroup)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:596(taken)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1338(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:304(__init__)
       24    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
